ID,Name,Handle,TweetText,TweetCreateTime,TweetURL,ReplyCount,QuoteCount,RetweetCount,LikeCount,BookmarkCount,Views,AllImageURL,VideoURL,Bio,CanDM,AccountCreateDate,Location,FollowersCount,FollowingCount,TotalFavouritesByUser,MediaCount,ProfileBannerURL,ProfileURL,AvatarURL,PostCount,Verified,IsBlueVerified
1796669077236154704,TH3 G@M1NG N3TW0RK🏴󠁧󠁢󠁷󠁬󠁳󠁿,@TheGam1nGN3twrk,@PlayStation Day one for me https://t.co/WEw8pwUw13,2024-06-01 00:24:23,https://x.com/TheGam1nGN3twrk/status/1796669077236154704,0,0,0,1,0,109,https://pbs.twimg.com/media/GO8NAGsWsAAnxJn.jpg,,OG Day 1 🎮PSN Shaz49k 🎮 Save on gaming digital codes https://t.co/UecPyDh8YT,false,2019-04-22 12:57:49," Wales",211,376,24935,1040,https://pbs.twimg.com/profile_banners/1120280540463161344/1717195043,https://x.com/TheGam1nGN3twrk,https://pbs.twimg.com/profile_images/1796672432708673536/JK2uM5zJ_normal.jpg,8028,false,false
1796628880263873010,BSK The News,@BSKtheKing,@PlayStation While this was fun and  all to pad your smaller releases I really Hope we see another full conference for all your big game releases in the pipeline,2024-05-31 21:44:39,https://x.com/BSKtheKing/status/1796628880263873010,0,0,0,0,0,139,,,The only news outlet looking to fill that vacant spot of entertainment intake u don’t realize is the sole way ur brain copes with adult life’s existential dread,true,2016-06-06 15:22:19,United States,990,600,167842,14674,https://pbs.twimg.com/profile_banners/739809647180283904/1619667477,https://x.com/BSKtheKing,https://pbs.twimg.com/profile_images/1387612084205244419/dX_X40Gg_normal.jpg,91140,false,false
1796669610890059919,Symbiote Spider-Man,@_RightNut_,@PlayStation Spider-Man 2 DLC when?,2024-06-01 00:26:30,https://x.com/_RightNut_/status/1796669610890059919,0,0,0,0,0,90,,,Favorite movie is Spider-Man: No Way Home. The World doesn't care about your feelings. FJB. Only 2 Genders.,false,2021-01-24 20:07:20,,47,246,35724,891,https://pbs.twimg.com/profile_banners/1353403991472939010/1647490400,https://x.com/_RightNut_,https://pbs.twimg.com/profile_images/1574880239292915712/8MhPC_hF_normal.jpg,4707,false,false
1796633887516643726,PrimoPumpkin🎃,@PrimoPumpkin,@PlayStation it was a good state of play. Love all the games,2024-05-31 22:04:33,https://x.com/PrimoPumpkin/status/1796633887516643726,0,0,0,0,0,60,,,"Gaming Youtuber

I Love Video Games",false,2013-06-27 06:47:30,United States,441,365,4191,1128,https://pbs.twimg.com/profile_banners/1549779104/1695691000,https://x.com/PrimoPumpkin,https://pbs.twimg.com/profile_images/1576828031477305346/LCPbyXB6_normal.jpg,4024,false,false
1796955051971187104,Judge Dredd,@JudgeDredd3D,@PlayStation GOYSLOP PS5 Edition https://t.co/zoarOpUOzk,2024-06-01 19:20:44,https://x.com/JudgeDredd3D/status/1796955051971187104,0,0,0,0,0,21,https://pbs.twimg.com/media/GPARGP0XsAA8gQO.jpg,,"#RestoreTheSnyderVerse
#ReleaseTheAyerCut",false,2011-08-31 19:20:49,,178,164,59070,769,https://pbs.twimg.com/profile_banners/365572105/1629052798,https://x.com/JudgeDredd3D,https://pbs.twimg.com/profile_images/1801733987972378624/80wzPNoO_normal.jpg,27117,false,false
1798540243723063746,Eder Jr. ᶜʳᶠ,@EderJunior94,@PlayStation Monster Hunter Wilds ❤️❤️,2024-06-06 04:19:44,https://x.com/EderJunior94/status/1798540243723063746,0,0,0,0,0,18,,,"Carioca 😎
Flamenguista 🔴⚫❤️
Deus na frente sempre 🙏🏽🙌🏽",false,2009-09-28 00:19:16,"Rio de Janeiro, Brasil",24,108,15112,7,https://pbs.twimg.com/profile_banners/77849127/1631484887,https://x.com/EderJunior94,https://pbs.twimg.com/profile_images/1437177451310952451/EqmKgOVw_normal.jpg,1848,false,false
1796764725436682502,HarutoΩ,@Learii,"@PlayStation Astro Bot ☑️
Concord ❌
God of War Ragnarök (PC)❌
 Monster Hunter Wilds ❌
Silent Hill 2 ❌
Ballad of Antara ☑️
Dynasty Warriors: Origins ☑️
Path of Exile 2 ☑️
Infinity Nikki ❌
Marvel Rivals ❌
Behemoth ❌
Until Dawn❌
Where Winds Meet ☑️
Alien: Rogue Incursion❌ https://t.co/8dGKbYvPiC",2024-06-01 06:44:27,https://x.com/Learii/status/1796764725436682502,0,0,0,1,0,35,https://pbs.twimg.com/tweet_video_thumb/GO9j-uIbAAA57tZ.jpg,undefined,I'm a big fan of JRPG and anime  PS5/Nintendo Switch/PC  i use my Switch ❤ for Nintendo  exclusive and i buy games on my ps5 💙 and pc   🖥,true,2010-06-15 17:14:16,"California, USA",364,1120,53516,9648,https://pbs.twimg.com/profile_banners/155934531/1704562418,https://x.com/Learii,https://pbs.twimg.com/profile_images/1743687276541153280/DR7oXpmz_normal.jpg,44538,false,false
1796653762221642116,Harry Spotter,@Oh_Dread,@PlayStation I’m gonna need dynasty warriors to get back to combo-based where u unlock the deeper combos when u max out a weapon… when y’all changed Xiahou dun to having a mace -_____-,2024-05-31 23:23:31,https://x.com/Oh_Dread/status/1796653762221642116,0,0,0,1,0,233,,,🌚🌗🌝,true,2021-09-24 02:43:44,,288,717,16570,106,https://pbs.twimg.com/profile_banners/1441201604405776386/1687481457,https://x.com/Oh_Dread,https://pbs.twimg.com/profile_images/1649429527544602625/yiwIp9MS_normal.jpg,1774,false,false
1796642677049467359,💰spyrrodadragon 💵,@spyyrothedragon,@PlayStation 🥱,2024-05-31 22:39:28,https://x.com/spyyrothedragon/status/1796642677049467359,0,0,0,0,0,95,,,I follow back,true,2020-05-18 01:46:18,,900,1316,20759,671,https://pbs.twimg.com/profile_banners/1262167513552629763/1652587837,https://x.com/spyyrothedragon,https://pbs.twimg.com/profile_images/1795949823201300480/mc-JfRog_normal.jpg,11923,false,false
1796640363056152882,the big cheese,@HobbitLonely,@PlayStation Still nothing related bloodborne https://t.co/q34ejRRIVC,2024-05-31 22:30:17,https://x.com/HobbitLonely/status/1796640363056152882,0,0,0,2,0,114,https://pbs.twimg.com/tweet_video_thumb/GO7y4mEXkAAMT8L.jpg,undefined,"yt - https://t.co/TZog88amn3
twitch - https://t.co/poEE5Hfta2",true,2021-09-14 00:19:36," ",108,464,21342,604,,https://x.com/HobbitLonely,https://pbs.twimg.com/profile_images/1793235114442313729/hDnP31JA_normal.jpg,3805,false,false
1796628235473571955,DreamcastGuy,@DreamcastGuy,@PlayStation https://t.co/wT9sCO6FQm,2024-05-31 21:42:05,https://x.com/DreamcastGuy/status/1796628235473571955,1,0,0,32,3,2268,https://pbs.twimg.com/media/GO7n2nuW0AABbj1.jpg,,"Youtuber, writer, mega hardcore gamer! (Over 200k subscribers now) My videos are here: https://t.co/FVRYB7ZgTo email: Mark.shockley@yahoo.com",false,2012-01-19 08:46:42,"Dallas, TX",29830,1564,211847,8210,https://pbs.twimg.com/profile_banners/468144307/1532962410,https://x.com/DreamcastGuy,https://pbs.twimg.com/profile_images/1343399459833655298/M-A9uGuX_normal.jpg,40510,false,false
1796633342307180546,Rich8606,@rich8606,@PlayStation Concord is gonna bomb.,2024-05-31 22:02:23,https://x.com/rich8606/status/1796633342307180546,0,0,0,1,0,139,,,,true,2017-04-24 08:43:39,,97,217,13248,3616,,https://x.com/rich8606,https://pbs.twimg.com/profile_images/1759965461037654016/qWexiUT7_normal.jpg,16187,false,false
1796919605480378393,ViperUppercut,@ViperUppercut,"@PlayStation My 3 biggest takeaways are Astro Bot, Concorde's world and the blond from Monster Hunter!",2024-06-01 16:59:53,https://x.com/ViperUppercut/status/1796919605480378393,5,0,0,0,0,137,,,,true,2012-11-09 23:31:43,,77,149,42366,424,https://pbs.twimg.com/profile_banners/937791642/1522845508,https://x.com/ViperUppercut,https://pbs.twimg.com/profile_images/1122730946690727938/-b0yFtLm_normal.jpg,5768,false,false
1796630562691600429,Rattensohn vom Campingplatz,@derRattensohn,@PlayStation I'm feeling sorry for everyone at Firewalk because you set them up for failure. Total waste of talent and resources.,2024-05-31 21:51:20,https://x.com/derRattensohn/status/1796630562691600429,1,0,0,5,0,765,,,"gut geht's mir nicht, aber schlecht.                 home-grown tweets für den eigenbedarf.   unerreicht in österreich.",false,2019-01-22 14:48:01,Arsch,100,210,32367,248,https://pbs.twimg.com/profile_banners/1087693365498531841/1642170083,https://x.com/derRattensohn,https://pbs.twimg.com/profile_images/1464965306737115141/QqlHv8p-_normal.jpg,1061,false,false
1796628782117192001,jericho681 🌴☀️,@jericho681,"@PlayStation yall still letting PS4 hold back the PS5

all these games look like they coulda been released 5-8 years ago…",2024-05-31 21:44:16,https://x.com/jericho681/status/1796628782117192001,5,0,0,20,2,1924,,,"here to share stuff i find interesting. October 22, 2025. VI logo in my banner found in the link below!",true,2020-02-21 02:55:50,Lake Leonida,1931,293,16734,1552,https://pbs.twimg.com/profile_banners/1230657283920580608/1706076728,https://x.com/jericho681,https://pbs.twimg.com/profile_images/1730892267060187136/cZWKuPqJ_normal.jpg,10346,false,false
1796628127558377846,J,@MrHiP3R,@PlayStation Astro bot carried,2024-05-31 21:41:40,https://x.com/MrHiP3R/status/1796628127558377846,0,0,0,1,0,636,,,@ManCity | PlayStation | One Piece,true,2017-09-22 20:28:36,,556,861,328165,1280,https://pbs.twimg.com/profile_banners/911296185780117504/1719038078,https://x.com/MrHiP3R,https://pbs.twimg.com/profile_images/1797046601308868609/AJR_sz5z_normal.jpg,35682,false,false
1798030059766513891,SBOCTAVE,@OctaveTheDPS,@PlayStation I'm going to Xbox,2024-06-04 18:32:26,https://x.com/OctaveTheDPS/status/1798030059766513891,0,0,0,1,0,13,,,Minecraft world maker,true,2022-05-15 23:21:09,"New Orleans, LA",59,139,8,45,,https://x.com/OctaveTheDPS,https://pbs.twimg.com/profile_images/1767793122778456064/oYQeVpVD_normal.jpg,112,false,false
1796628042896285903,五十嵐明🇵🇪,@_nisemono16g,@PlayStation CONCORD? More like GOYSLOP,2024-05-31 21:41:19,https://x.com/_nisemono16g/status/1796628042896285903,0,0,0,13,0,3264,,,"日本の鬱ロックが大好き | syrup16g，plastic tree, art-school, the birthday, レミオロメン | 他に好きなもの：テレビゲームと食べ物 | DeepLは神で、友人と話すことができる | スペイン語、中国語、英語が話せます。",true,2023-02-18 19:56:51,ペルー,157,641,12165,485,https://pbs.twimg.com/profile_banners/1627004193537159170/1716830272,https://x.com/_nisemono16g,https://pbs.twimg.com/profile_images/1785867003753869312/Ig7h5Pex_normal.jpg,11207,false,false
1796628299323494404,MrFeldecat :),@mrwiggle2x,"@PlayStation Astro
Silent Hill 2
Ballad of Antara
Marvels Rivals
Until Dawn
Where Winds Meet

Man I'm so excited for these games!!!!",2024-05-31 21:42:20,https://x.com/mrwiggle2x/status/1796628299323494404,0,0,0,2,0,596,,,Tarleton State 24,false,2023-03-31 14:59:34,"Houston, TX",209,124,26411,2007,https://pbs.twimg.com/profile_banners/1641787292963438592/1698651582,https://x.com/mrwiggle2x,https://pbs.twimg.com/profile_images/1689729181993607169/xoziLEKS_normal.jpg,20740,false,false
1796628736244060565,Michael,@TheBlastM4620,@PlayStation Happy to add 4 games I’ll be playing this year,2024-05-31 21:44:05,https://x.com/TheBlastM4620/status/1796628736244060565,0,0,0,1,0,313,,,I love games and life is good if you know how to enjoy it.Anime and Tv series.Cardio and strength training to maintain muscle.,true,2024-02-23 15:24:43,"London, England",185,426,791,70,https://pbs.twimg.com/profile_banners/1761019156193767424/1708773860,https://x.com/TheBlastM4620,https://pbs.twimg.com/profile_images/1761356606413889536/j-AaqCFW_normal.jpg,3375,false,false
1796629057385243130,aboris26,@aboris2626,"@PlayStation Coming to #Xbox 🎮❎

Path Of Exile 2
Monster Hunter Wilds
Marvel Rivals
Dynasty Warriors: Origins
Ballad of Antara
Where Winds Meet - Under Consideration",2024-05-31 21:45:21,https://x.com/aboris2626/status/1796629057385243130,3,1,2,9,0,1114,,,Xbox and ROG Ally Gamer. #Xbox Gamertag: aboris26 🇨🇦,false,2023-05-26 22:05:30,"Toronto, Ontario",229,692,680,318,https://pbs.twimg.com/profile_banners/1662188072878964736/1693614409,https://x.com/aboris2626,https://pbs.twimg.com/profile_images/1701238436521226240/Rd6hXc5o_normal.jpg,2855,false,false
1796847663226458174,SMPV Drake Valken,@smpvdrakevalken,@PlayStation Terrible State Of Play.,2024-06-01 12:14:01,https://x.com/smpvdrakevalken/status/1796847663226458174,0,0,0,0,0,44,,,"Gamer #Gaming 

Kratos | God of War | PlayStation | PS5 | PC | Games

Resident Evil | Black Mirror | Deponia | Final Fantasy | Castlevania | Prince of Persia",false,2017-09-11 17:33:34,"Sivaganga, India",126,748,30196,893,https://pbs.twimg.com/profile_banners/907265871164215296/1669304165,https://x.com/smpvdrakevalken,https://pbs.twimg.com/profile_images/1715360487452618752/KdGs5fCS_normal.jpg,13497,false,false
1796654970520928567,BeegYosh27,@BYosh27,@PlayStation So basically Astro Bot and then nothing of note,2024-05-31 23:28:19,https://x.com/BYosh27/status/1796654970520928567,0,0,0,0,0,95,,,,false,2020-07-23 19:03:04,,52,108,1646,142,,https://x.com/BYosh27,https://pbs.twimg.com/profile_images/1288712566106185729/gFeeIWqo_normal.jpg,1211,false,false
1798517742875897915,Alex Blanco,@alexblanco,"@PlayStation How is there no hybrid PSVR2 support? The PSVR2 crew might not be the biggest group of PS5 users, but you won't find a more loyal, dedicated group. You would easily have recouped the cost and more and would have repaid the loyalty we've shown. Not a good look.",2024-06-06 02:50:19,https://x.com/alexblanco/status/1798517742875897915,0,0,0,0,0,42,,,Music producer/remixer and DJ. Have produced 500+ tracks for myself and others plus assorted sample libraries etc. I still quite enjoy it too!,false,2009-04-06 14:07:59,London,485,661,1489,35,,https://x.com/alexblanco,https://pbs.twimg.com/profile_images/772773674097242112/vuPpeGZ2_normal.jpg,1100,false,false
1796635075221545033,Quantum Sammy,@QuantumSammy,@PlayStation Why was there a man dressed as a woman?,2024-05-31 22:09:16,https://x.com/QuantumSammy/status/1796635075221545033,0,0,0,0,0,26,,,I simply love games and talking about them. I am also a musician. I'm always down to discuss and hope to join some podcasts soon!,false,2020-04-15 21:06:09,,56,177,1219,157,,https://x.com/QuantumSammy,https://pbs.twimg.com/profile_images/1519512879636140032/c6HXdLGy_normal.jpg,1621,false,false
1798406778155081814,😉😉😉,@Pammieoc36,@PlayStation Terrible platform.... NOT A.S.D INCLUSIVE.,2024-06-05 19:29:23,https://x.com/Pammieoc36/status/1798406778155081814,0,0,0,0,0,5,,,,false,2010-09-23 17:18:40,,77,299,1881,224,https://pbs.twimg.com/profile_banners/194153894/1693319211,https://x.com/Pammieoc36,https://pbs.twimg.com/profile_images/1696529680990646272/3dg6zaIA_normal.jpg,1157,false,false
1798817779702972483,Zav,@ZavZav51495576,"@PlayStation Lol, and your console managed to tun any of those games ?",2024-06-06 22:42:33,https://x.com/ZavZav51495576/status/1798817779702972483,0,0,0,0,0,4,,,(-.-) :-m :-“ :D :p,true,2022-01-02 23:11:34,,480,6196,5060,283,https://pbs.twimg.com/profile_banners/1477749308485210112/1716765385,https://x.com/ZavZav51495576,https://pbs.twimg.com/profile_images/1792474193105149952/MjfZ76Sd_normal.jpg,4404,false,false
1796714532301308225,BATTLES KING,@Battlesking1,@PlayStation Soo boring 😴,2024-06-01 03:25:00,https://x.com/Battlesking1/status/1796714532301308225,0,0,0,0,0,31,,,Loves to talk about video games.,true,2018-03-31 17:15:01,India,61,410,13743,298,https://pbs.twimg.com/profile_banners/980101161347895298/1688555560,https://x.com/Battlesking1,https://pbs.twimg.com/profile_images/1756616717835612160/D7LGyy8H_normal.jpg,2298,false,false
1798817327032799686,Matt,@Matthelm77,@PlayStation Fix your stars on the app.,2024-06-06 22:40:45,https://x.com/Matthelm77/status/1798817327032799686,0,0,0,0,0,198,,,,false,2017-11-05 04:59:11,"Missouri, USA",28,52,88,54,https://pbs.twimg.com/profile_banners/927007356893794304/1538936352,https://x.com/Matthelm77,https://pbs.twimg.com/profile_images/1049001213713416195/2-FBiU97_normal.jpg,1890,false,false
1796862551310971195,Kciderman Stuff !!,@Kciderman1,@PlayStation Another Top job by PanderingStation 👏,2024-06-01 13:13:10,https://x.com/Kciderman1/status/1796862551310971195,0,0,0,0,0,34,,,"Where One World & Not One Nation !!

Heavyweight Boxing n the Odd Funny Stuff (memes) Music! Old School, Hardcore  DnB etc",true,2013-04-14 20:19:34,Up High And Down Below,936,913,55292,4654,https://pbs.twimg.com/profile_banners/1352497549/1670963662,https://x.com/Kciderman1,https://pbs.twimg.com/profile_images/1602763883726442496/xKd18i2e_normal.jpg,14809,false,false
1796632214157095384,Alexander Larsen🇳🇴,@ChandaniAranka,@PlayStation Pretty poor lineup. MH and Alien only ones that look promising. Concord and SH2 remake looks godawfully bad xD,2024-05-31 21:57:54,https://x.com/ChandaniAranka/status/1796632214157095384,0,0,0,0,0,34,,,Take care with your speech; it can be the catalyst for many needless problems. You never know who could be lending an ear to your ramblings. 🔞,false,2011-06-21 21:19:53,Norway,158,219,2870,1131,https://pbs.twimg.com/profile_banners/321555203/1703869095,https://x.com/ChandaniAranka,https://pbs.twimg.com/profile_images/1749147068025769984/z_eXbeED_normal.jpg,5280,false,false
1796630793646714995,✵𝒁𝒚𝒍𝒆𝒙𝒊𝒂✵,@Zylexia_1,"@PlayStation Wuthering Waves on Playstation 5 when. Gonna be waiting on that game to come to the Playstation 5, and have a port to it like Genshin Impact, and like overall Hoyoverse games have.",2024-05-31 21:52:15,https://x.com/Zylexia_1/status/1796630793646714995,0,0,0,0,0,372,,,A RPG Streamer God that plays Games on Playstation for fun. PSN : Zylexia1,false,2017-03-05 08:17:14,,79,63,189,300,https://pbs.twimg.com/profile_banners/838272170698522624/1691039717,https://x.com/Zylexia_1,https://pbs.twimg.com/profile_images/1686968964902240257/BZZYWBpb_normal.jpg,1904,false,false
1796628049259286851,Rohit,@rohit_0718,@PlayStation Big L,2024-05-31 21:41:21,https://x.com/rohit_0718/status/1796628049259286851,0,0,0,0,0,20,,,Playstation 🎮 |#SpideyFan |#GtaSeries| #SpidermanSeries| #GodofWarSeries| #UnchartedSeries| #RedDead| #WatchDogsSeries| #Cricket22| #MahiRat❤| MCU| Cricketer🏏,true,2020-09-03 19:58:08,,419,933,162586,5872,https://pbs.twimg.com/profile_banners/1301580172806688768/1701847608,https://x.com/rohit_0718,https://pbs.twimg.com/profile_images/1559826980496805889/rnnXwPPB_normal.jpg,40655,false,false
1797039135091269730,John,@Vegabond85,"@PlayStation Stoked for Astrobot, still hope to see a VR2 update for Rescue Mission at some point, would love to revisit it",2024-06-02 00:54:51,https://x.com/Vegabond85/status/1797039135091269730,0,0,0,0,0,36,,,,false,2021-01-13 20:58:46,,75,142,606,539,,https://x.com/Vegabond85,https://pbs.twimg.com/profile_images/1684340497060331523/Fddnia4-_normal.jpg,11363,false,false
1797292069255249993,Last-Yakuza,@TheLastYakuza_,@PlayStation Lemme play concord already 🙌🏾,2024-06-02 17:39:56,https://x.com/TheLastYakuza_/status/1797292069255249993,0,0,0,0,0,26,,,Playstation ftw ya'll always 🙌🏾🔥,true,2022-02-22 06:35:01,,236,108,137784,1202,https://pbs.twimg.com/profile_banners/1495980330163056642/1718931737,https://x.com/TheLastYakuza_,https://pbs.twimg.com/profile_images/1796021652796358656/xrx6ffPd_normal.jpg,4915,false,false
1796628574788595734,KingNFX,@KingNFX1988,@PlayStation wtf.,2024-05-31 21:43:26,https://x.com/KingNFX1988/status/1796628574788595734,0,0,0,0,0,96,,,,false,2023-12-28 19:42:13,,126,161,6122,140,https://pbs.twimg.com/profile_banners/1740427858969874432/1711639083,https://x.com/KingNFX1988,https://pbs.twimg.com/profile_images/1786771937991028736/sI3EBsAO_normal.jpg,7689,false,false
1796629620655329593,Last King of Gondor,@LetsGoCrazyX,"@PlayStation Where’s 
Twisted Metal
Socom
Sly Cooper
Jak and Daxter
Killzone
Resistance 
PlayStation all stars 2
Little big planet 4

The list goes on and on.",2024-05-31 21:47:35,https://x.com/LetsGoCrazyX/status/1796629620655329593,1,0,0,7,0,180,,,"Fighting game enthusiast. Playstaion🎮 Xbox🟢 Nintendo🔴 Movies, Music and whatever else I find interesting. Read pinned tweet if I triggered you.😏",false,2024-02-20 07:02:23,Middle Earth,91,87,49,612,https://pbs.twimg.com/profile_banners/1759805626467930112/1713646703,https://x.com/LetsGoCrazyX,https://pbs.twimg.com/profile_images/1759805735133958144/Kz3UB0_a_normal.jpg,2682,false,false
1796630724491038945,OtakuNerd,@OtakuNerd94,"@PlayStation Great PS5 games ahead. 
Developers need the PS5 more than ever. Sony needs to make the installl base even wider to accomodate lots of games. 
Make PS5s nore affordable. 
60 million consoles are not enough",2024-05-31 21:51:59,https://x.com/OtakuNerd94/status/1796630724491038945,0,0,0,3,0,1816,,,"Books, Comics,Manga, Music, Toys, Film, TV, Cartoons, Anime, Video Games,",true,2024-01-30 08:42:09,Canada,168,103,1755,495,https://pbs.twimg.com/profile_banners/1752220498854060032/1716364943,https://x.com/OtakuNerd94,https://pbs.twimg.com/profile_images/1804251607925952514/rU6KP_8P_normal.jpg,2757,false,false
1796630885460283523,Jenna 🌸,@JayBlayJenna,@PlayStation One day...good hunters...one day https://t.co/FKI9CrCmwy,2024-05-31 21:52:37,https://x.com/JayBlayJenna/status/1796630885460283523,0,0,0,1,0,91,https://pbs.twimg.com/media/GO7qRSjbEAAT0TP.jpg,,"This is my burner account 🔥 (Definitely a guy in real life)
Sports, music, anime, and video games are the best and politics and religion are just the worst",false,2023-06-03 17:59:04,King's Row,52,299,7056,61,https://pbs.twimg.com/profile_banners/1665025225443147777/1705360212,https://x.com/JayBlayJenna,https://pbs.twimg.com/profile_images/1775286647518826496/VlrPvNCl_normal.jpg,526,false,false
1796631448679575630,Super Earth Galactic Source,@SEGSnews,@PlayStation Yikes,2024-05-31 21:54:51,https://x.com/SEGSnews/status/1796631448679575630,0,0,0,1,0,123,,,Your best direct source on the latest news in the second Galactic War. Not affiliated with Arrowhead.,false,2024-05-05 01:58:01,,7,12,94,9,https://pbs.twimg.com/profile_banners/1786908129512275968/1715037448,https://x.com/SEGSnews,https://pbs.twimg.com/profile_images/1787246953773842432/kJh0vo6v_normal.jpg,53,false,false
